id,formula,formula_latex,family,subfamily,tc_max,tc_max_conditions,tc_ambient,discovery_year,total_papers,status,pairing_symmetry,structure_phase,ambient_sc,is_topological,is_unconventional,is_2d_or_interface,has_competing_order
mat:rh2ga9,Rh2Ga9,,,,1.899999976158142,"polycrystal, resistivity, arXiv:0706.0577",1.899999976158142,2007,1,active_research,,,true,,,,false
mat:c2li,C2Li,,,,1.899999976158142,"arXiv:cond-mat/0212122, confirmed by 2 papers",,2002,2,active_research,,,false,,true,,false
mat:ce0.8yb0.2coin5,Ce0.8Yb0.2CoIn5,,heavy_fermion,,1.899999976158142,"single_crystal, muSR, arXiv:1808.10606",1.899999976158142,2014,2,active_research,,,true,,true,,false
mat:cab6.25,CaB6.25,,,,1.899999976158142,arXiv:1307.3212,,2013,1,active_research,,,false,,,,false
mat:pros4sb12,PrOs4Sb12,,heavy_fermion,,1.8990000486373901,"ambient, single_crystal, resistivity, arXiv:cond-mat/0402681, confirmed by 2 papers",1.8990000486373901,2002,58,active_research,,,true,,true,false,false
mat:yfe2ge2,YFe2Ge2,,,,1.8700000047683716,"polycrystal, resistivity, arXiv:1810.00947, confirmed by 4 papers",1.8700000047683716,2013,5,active_research,,,true,,true,,false
mat:la4rual,La4RuAl,,,,1.8600000143051147,"ambient, polycrystal, resistivity, arXiv:2204.04463",1.8600000143051147,2022,1,active_research,,,true,,,,false
mat:hf80fe20,Hf80Fe20,,,,1.8600000143051147,"thin_film, resistivity, arXiv:0806.0515",1.8600000143051147,2008,1,active_research,,,true,,,,false
mat:a-yalo3/ktao3(111),a-YAlO3/KTaO3(111),,,,1.8600000143051147,"thin_film, resistivity, arXiv:2111.05650",1.8600000143051147,2021,1,active_research,,,true,,true,true,false
mat:rbti3pb5,RbTi3Pb5,,,,1.8569999933242798,"ambient, arXiv:2202.05588",1.8569999933242798,2022,1,active_research,,,true,,,,false
mat:twse2,tWSe2,,,,1.850000023841858,"arXiv:2110.10172, confirmed by 2 papers",1.850000023841858,2021,3,active_research,,,true,true,true,true,true
mat:lapt1.85ge2.15,LaPt1.85Ge2.15,,,,1.850000023841858,"polycrystal, susceptibility, arXiv:1305.2024",1.850000023841858,2013,1,active_research,,,true,,,,false
mat:nb5se4,Nb5Se4,,chalcogenide,,1.850000023841858,"ambient, resistivity, arXiv:1512.04144",1.850000023841858,2015,1,active_research,,,true,,,,false
mat:(pr0.95la0.05)os4sb12,(Pr0.95La0.05)Os4Sb12,,heavy_fermion,,1.840000033378601,"single_crystal, resistivity, arXiv:cond-mat/0610215",1.840000033378601,2006,1,active_research,,,true,,true,,false
mat:mg3tih6,Mg3TiH6,,hydride,,1.8200000524520874,"P=200 GPa, arXiv:2602.07427",,2026,1,active_research,,,,,,,false
mat:re3ge6.8ga0.2,Re3Ge6.8Ga0.2,,,,1.809999942779541,"polycrystal, resistivity, arXiv:2105.06028",1.809999942779541,2021,1,active_research,,,true,true,,,false
mat:ni44nb56,Ni44Nb56,,,,1.7999999523162842,"ambient, polycrystal, resistivity, arXiv:cond-mat/0001106",1.7999999523162842,2000,1,active_research,,,true,,,,false
mat:ypt2si2,YPt2Si2,,,,1.7999999523162842,arXiv:2604.03408,1.6699999570846558,2026,1,active_research,,,true,,false,,false
mat:alox/ktao3(111),AlOx/KTaO3(111),,,,1.7999999523162842,"thin_film, resistivity, arXiv:2210.14591, confirmed by 2 papers",1.7999999523162842,2022,2,active_research,,,true,,,true,false
mat:casb2,CaSb2,,,,1.7999999523162842,"single_crystal, susceptibility, arXiv:2211.15083, confirmed by 4 papers",1.7999999523162842,2020,6,active_research,s-wave,,true,true,,,false
mat:(pr0.8la0.2)os4sb12,(Pr0.8La0.2)Os4Sb12,,heavy_fermion,,1.7999999523162842,"single_crystal, resistivity, arXiv:cond-mat/0610215",1.7999999523162842,2006,1,active_research,,,true,,true,,false
mat:pr(os0.98ru0.02)4sb12,Pr(Os0.98Ru0.02)4Sb12,,heavy_fermion,,1.7999999523162842,"single_crystal, Andreev reflection spectroscopy, arXiv:1110.5104",1.7999999523162842,2011,1,active_research,,,true,,true,,false
mat:caag0.9pd0.1p,CaAg0.9Pd0.1P,,,,1.7999999523162842,"single_crystal, STM, arXiv:2412.08335",,2024,1,active_research,p-wave,,,true,true,true,false
mat:la0.9y0.1o0.5f0.5bis2,La0.9Y0.1O0.5F0.5BiS2,,bismuthate,,1.7999999523162842,"polycrystal, resistivity, arXiv:1410.0084",,2014,1,active_research,,,,,,,false
mat:pdbise,PdBiSe,,chalcogenide,,1.7999999523162842,"single_crystal, resistivity, arXiv:1410.4459",1.7999999523162842,2014,1,active_research,,,true,,true,,false
mat:ceco(in0.95zn0.05)5,CeCo(In0.95Zn0.05)5,,heavy_fermion,,1.7999999523162842,"single_crystal, resistivity, arXiv:1402.0617, confirmed by 2 papers",1.7999999523162842,2014,2,active_research,,,true,,true,,false
mat:pdtex,PdTex,,chalcogenide,,1.7999999523162842,"thin_film, resistivity, arXiv:2205.06542",1.7999999523162842,2022,1,active_research,,,true,true,,true,false
mat:homo6s8,HoMo6S8,,conventional,,1.7999999523162842,"ambient, arXiv:cond-mat/0105480, confirmed by 2 papers",1.7999999523162842,2001,4,active_research,s-wave,,true,,false,,true
mat:pb(ta1+xse2)2,Pb(Ta1+xSe2)2,,chalcogenide,,1.7999999523162842,"single_crystal, resistivity, arXiv:2112.08248",1.7999999523162842,2021,1,active_research,,,true,true,,,false
mat:pt(bi0.92se0.08)2,Pt(Bi0.92Se0.08)2,,chalcogenide,,1.7999999523162842,"thin_film, resistivity, arXiv:2404.19278",1.7999999523162842,2024,1,active_research,,,true,,,true,false
mat:al/pt,Al/Pt,,,,1.7899999618530273,"thin_film, resistivity, arXiv:2202.10230",1.7899999618530273,2022,1,active_research,,,true,,,,false
mat:sc2ncl2,Sc2NCl2,,conventional,,1.7899999618530273,arXiv:2409.12052,1.7899999618530273,2024,1,active_research,,,true,,false,,false
mat:ceco(in0.93zn0.07)5,CeCo(In0.93Zn0.07)5,,heavy_fermion,,1.7799999713897705,"single_crystal, resistivity, arXiv:1402.0617, confirmed by 2 papers",1.399999976158142,2014,2,active_research,,,true,,true,,true
mat:pr(os0.8ru0.2)4sb12,Pr(Os0.8Ru0.2)4Sb12,,heavy_fermion,,1.7699999809265137,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0411395",1.7699999809265137,2004,3,active_research,,,true,,true,,false
mat:pr(os0.9ru0.1)4sb12,Pr(Os0.9Ru0.1)4Sb12,,heavy_fermion,,1.7599999904632568,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0411395",1.7599999904632568,2004,3,active_research,,,true,,true,,false
mat:cu(ir0.8pt0.2)2se4,Cu(Ir0.8Pt0.2)2Se4,,chalcogenide,,1.7599999904632568,arXiv:1305.3620,1.7599999904632568,2013,1,active_research,,,true,,false,,false
mat:tbpdbi,TbPdBi,,,,1.75,"single_crystal, susceptibility, arXiv:1811.05045, confirmed by 2 papers",1.75,2018,2,active_research,,,true,true,true,,true
mat:la4iral,La4IrAl,,,,1.7300000190734863,"ambient, polycrystal, resistivity, arXiv:2204.04463",1.7300000190734863,2022,1,active_research,,,true,,,,false
mat:k0.40wo3,K0.40WO3,,,,1.7300000190734863,"polycrystal, resistivity, arXiv:1402.4440",1.7300000190734863,2014,1,active_research,,,true,,false,,false
mat:ptsb,PtSb,,,,1.7200000286102295,"thin_film, resistivity, arXiv:2601.06504",1.7200000286102295,2026,1,active_research,,,true,,,true,false
mat:tase3,TaSe3,,chalcogenide,,1.7200000286102295,"ambient, single_crystal, resistivity, arXiv:1811.09299",1.7200000286102295,2018,2,active_research,,,true,true,,,false
mat:nb0.842u0.158,Nb0.842U0.158,,conventional,,1.7200000286102295,"ambient, thin_film, resistivity, arXiv:2601.13285",1.7200000286102295,2026,1,active_research,s-wave,,true,,false,true,false
mat:tin/ti/tinmultilayer,TiN/Ti/TiNmultilayer,,,,1.7000000476837158,"thin_film, resistivity, arXiv:1803.04275",,2018,1,active_research,,,,,,,false
mat:baptsb,BaPtSb,,,,1.7000000476837158,"polycrystal, susceptibility, arXiv:2409.05266, confirmed by 2 papers",1.6399999856948853,2018,3,active_research,,,true,,true,,false
mat:sn0.96in0.04te,Sn0.96In0.04Te,,chalcogenide,,1.7000000476837158,"ambient, polycrystal, susceptibility, arXiv:1705.08636, confirmed by 2 papers",1.7000000476837158,2013,2,active_research,,,true,,,,false
mat:alpha-pdbi2,alpha-PdBi2,,,,1.7000000476837158,"single_crystal, resistivity, arXiv:1712.06216",1.7000000476837158,2017,1,active_research,,,true,true,,,false
mat:β''-(bedt-ttf)4[(h3o)ga(c2o4)3]2-c5h4cln,β''-(BEDT-TTF)4[(H3O)Ga(C2O4)3]2-C5H4ClN,,organic,,1.7000000476837158,"single_crystal, resistivity, arXiv:1911.04599",1.7000000476837158,2019,1,active_research,,,true,,true,,false
mat:nbsb2,NbSb2,,,,1.7000000476837158,"ambient, single_crystal, susceptibility, arXiv:2402.12783",1.7000000476837158,2024,1,active_research,s-wave,,true,true,true,,false
mat:zrirsi,ZrIrSi,,,,1.7000000476837158,"polycrystal, resistivity, arXiv:1903.08581",1.7000000476837158,2019,2,active_research,,,true,,,,false
"mat:(agxpb1-xse)5(bi2se3)3m,m=1","(AgxPb1-xSe)5(Bi2Se3)3m,m=1",,chalcogenide,,1.7000000476837158,arXiv:1307.0260,1.7000000476837158,2013,1,active_research,,,true,true,,,false
mat:k(fe0.966co0.034)2as2,K(Fe0.966Co0.034)2As2,,iron_based,,1.7000000476837158,"single_crystal, resistivity, arXiv:1206.2030",,2012,1,active_research,,,,,true,,false
mat:bi2rh3se2,Bi2Rh3Se2,,chalcogenide,,1.7000000476837158,"single_crystal, resistivity, arXiv:2407.17337",1.7000000476837158,2024,1,active_research,,,true,,,,true
mat:ce0.965la0.035coin5,Ce0.965La0.035CoIn5,,heavy_fermion,,1.7000000476837158,"single_crystal, specific_heat, arXiv:1101.1018",,2011,1,active_research,,,,,true,,false
mat:sno,SnO,,,,1.7000000476837158,"P=7.9 GPa, polycrystal, resistivity, arXiv:1009.3787",,2010,1,active_research,,,false,,,,false
mat:cu-dopedtase3,Cu-dopedTaSe3,,chalcogenide,,1.690000057220459,"ambient, single_crystal, resistivity, arXiv:1811.09299",1.690000057220459,2018,1,active_research,,,true,,,,true
mat:ce0.95la0.05coin5,Ce0.95La0.05CoIn5,,heavy_fermion,,1.6799999475479126,"ambient, single_crystal, resistivity, arXiv:cond-mat/0204059, confirmed by 2 papers",1.6799999475479126,2002,2,active_research,,,true,,true,,false
mat:rhge,RhGe,,,,1.6799999475479126,"thin_film, resistivity, arXiv:2509.14173",,2025,1,active_research,,,,,,,false
mat:(pr0.6la0.4)os4sb12,(Pr0.6La0.4)Os4Sb12,,heavy_fermion,,1.6699999570846558,"single_crystal, resistivity, arXiv:cond-mat/0610215",1.6699999570846558,2006,1,active_research,,,true,,true,,false
mat:ceirsi3,CeIrSi3,,heavy_fermion,,1.6200000047683716,"P=2.58 GPa, single_crystal, resistivity, arXiv:0709.2199",,2007,2,active_research,,,,,true,,true
mat:cus,CuS,,,,1.600000023841858,"ambient, arXiv:2509.02468",1.600000023841858,2025,1,active_research,,,true,,,true,false
mat:nasn2as2,NaSn2As2,,,,1.600000023841858,"single_crystal, resistivity, arXiv:1806.01141, confirmed by 3 papers",1.600000023841858,2017,3,active_research,s-wave,,true,,false,true,true
mat:dymo6s8,DyMo6S8,,conventional,,1.600000023841858,"ambient, single_crystal, magnetization, arXiv:cond-mat/0110226, confirmed by 2 papers",1.600000023841858,2001,3,active_research,,,true,,false,,true
mat:tin/ti/tin,TiN/Ti/TiN,,,,1.600000023841858,"thin_film, arXiv:1711.07914, confirmed by 2 papers",1.600000023841858,2014,2,active_research,,,true,,,true,false
mat:ru0.75rh0.25as,Ru0.75Rh0.25As,,,,1.600000023841858,"polycrystal, susceptibility, arXiv:1812.08666",1.600000023841858,2018,1,active_research,,,true,,false,,false
mat:mg2b3o2,Mg2B3O2,,mgb2,,1.600000023841858,"ambient, arXiv:cond-mat/0403136",1.600000023841858,2004,1,active_research,,,true,,false,,false
mat:lisn2as2,LiSn2As2,,,,1.600000023841858,"single_crystal, resistivity, arXiv:2111.11319",1.600000023841858,2021,1,active_research,,,true,,,,false
mat:bi2nb3se6,Bi2Nb3Se6,,conventional,,1.600000023841858,arXiv:2601.11175,,2026,1,active_research,,,,,false,,false
mat:ceco2,CeCo2,,heavy_fermion,,1.600000023841858,"ambient, arXiv:cond-mat/9906394",1.600000023841858,1999,1,active_research,,,true,,true,,false
mat:lapdin,LaPdIn,,,,1.600000023841858,"ambient, polycrystal, susceptibility, arXiv:2107.09895",1.600000023841858,2021,1,active_research,,,true,,false,,false
mat:nb4sisb2,Nb4SiSb2,,,,1.600000023841858,"ambient, polycrystal, resistivity, arXiv:2208.04834",1.600000023841858,2022,1,active_research,,,true,,,,false
mat:baptas0.1sb0.9,BaPtAs0.1Sb0.9,,,,1.600000023841858,"polycrystal, susceptibility, arXiv:2409.05266",,2024,1,active_research,,,,,,,false
mat:ce0.7yb0.3coin5,Ce0.7Yb0.3CoIn5,,heavy_fermion,,1.590000033378601,"single_crystal, muSR, arXiv:1808.10606",1.590000033378601,2018,1,active_research,,,true,,true,,false
mat:sn0.54sb0.46,Sn0.54Sb0.46,,,,1.5800000429153442,"polycrystal, specific_heat, arXiv:1907.00320",1.5800000429153442,2019,1,active_research,,,true,true,,,false
mat:ceag2si2,CeAg2Si2,,heavy_fermion,,1.5700000524520874,"P=15.8 GPa, single_crystal, resistivity, arXiv:1711.02965",,2017,1,active_research,,,false,,true,,false
mat:irsb0.9sn0.1,IrSb0.9Sn0.1,,,,1.5499999523162842,"polycrystal, resistivity, arXiv:2108.13704",1.5499999523162842,2021,1,active_research,,,true,,true,,true
mat:au2pb0.914p2,Au2Pb0.914P2,,,,1.5199999809265137,"single_crystal, susceptibility, arXiv:2604.18843",1.5199999809265137,2026,1,active_research,,,true,,true,,false
mat:laptsi3,LaPtSi3,,,,1.5199999809265137,"polycrystal, arXiv:1402.4961",1.5199999809265137,2014,1,active_research,s-wave,,true,,,,false
mat:la2sr0.08cuo4,La2Sr0.08CuO4,,cuprate,,1.5,"ambient, single_crystal, susceptibility, arXiv:2307.13740",,2023,1,active_research,,cuprate_214,,,true,,true
mat:sic:al,SiC:Al,,,,1.5,"polycrystalline, resistivity, arXiv:0908.0622",1.4500000476837158,2009,1,active_research,,,true,,,,false
mat:rub2,RuB2,,,,1.5,"polycrystal, resistivity, arXiv:1709.06954, confirmed by 2 papers",1.5,2017,2,active_research,,,true,,true,,false
mat:pb1-xtlxte,Pb1-xTlxTe,,chalcogenide,,1.5,"ambient, single_crystal, resistivity, arXiv:cond-mat/0409174, confirmed by 3 papers",1.5,2004,4,active_research,,,true,,,,false
mat:sn0.95in0.05te,Sn0.95In0.05Te,,chalcogenide,,1.5,"polycrystal, specific_heat, arXiv:1510.07266, confirmed by 2 papers",1.5,2013,2,active_research,,,true,true,true,,false
mat:mote1.85se0.15,MoTe1.85Se0.15,,chalcogenide,,1.5,"STM, arXiv:2108.09630",1.5,2021,1,active_research,,Td phase,true,true,,,false
mat:ce0.6yb0.4coin5,Ce0.6Yb0.4CoIn5,,heavy_fermion,,1.5,"single_crystal, muSR, arXiv:1808.10606",1.5,2018,1,active_research,,,true,,true,,false
mat:sn0.9in0.1te,Sn0.9In0.1Te,,chalcogenide,,1.5,"single_crystal, susceptibility, arXiv:1711.09862",,2017,1,active_research,,,,true,false,,false
mat:captas,CaPtAs,,,,1.5,"polycrystal, resistivity, arXiv:2004.10425, confirmed by 2 papers",1.5,2019,2,active_research,,,true,,true,,false
mat:cecoin4.98cd0.02,CeCoIn4.98Cd0.02,,heavy_fermion,,1.5,"P=1 GPa, single_crystal, resistivity, arXiv:1210.0672",,2012,1,active_research,,,,,true,,false
mat:β-(et)2i3,β-(ET)2I3,,,,1.5,"ambient, arXiv:cond-mat/0304452",1.5,2003,1,active_research,,,true,,,true,false
mat:abgraphene,ABgraphene,,,,1.5,arXiv:2303.17286,,2023,1,active_research,s-wave,,,,true,true,false
mat:ti/tinmultilayer,Ti/TiNmultilayer,,,,1.5,"thin_film, resistivity, arXiv:1509.05237",,2015,1,active_research,,,,,,,false
mat:sic:b,SiC:B,,,,1.5,"ambient, polycrystal, specific_heat, arXiv:0803.1026, confirmed by 3 papers",1.5,2008,3,active_research,,,true,,false,,false
mat:ba24si100,Ba24Si100,,,,1.5,"resistivity, arXiv:0804.0535",1.5,2008,1,active_research,,,true,,,,false
mat:uru2si2,URu2Si2,,heavy_fermion,,1.5,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0606641, confirmed by 4 papers",1.5,1995,24,active_research,d-wave,,true,true,true,false,true
mat:pbte:tl,PbTe:Tl,,chalcogenide,,1.5,"ambient, arXiv:cond-mat/0109129",1.5,2001,1,active_research,,,true,,,,false
mat:cd2re2o7,Cd2Re2O7,,conventional,,1.5,"ambient, single_crystal, resistivity, arXiv:cond-mat/0206096, confirmed by 2 papers",1.5,2001,19,active_research,s-wave,pyrochlore,true,,false,,false
mat:caag1-xpdxp,CaAg1-xPdxP,,,,1.5,"ambient, resistivity, arXiv:2602.22837",1.5,2026,1,active_research,,,true,true,true,true,false
mat:in2o3,In2O3,,,,1.5,"ambient, thin_film, resistivity, arXiv:cond-mat/0307648",1.5,2003,4,active_research,,,true,,,true,false
mat:ru2sro4,Ru2SrO4,,ruthenate,,1.5,"ambient, arXiv:cond-mat/0003002",1.5,2000,1,active_research,p-wave,,true,,true,,false
mat:lapt0.86si1.14,LaPt0.86Si1.14,,,,1.5,arXiv:2408.17033,1.5,2024,1,active_research,,,true,,,,false
mat:srausi3,SrAuSi3,,,,1.4900000095367432,"muSR, arXiv:1801.03827",1.4900000095367432,2018,1,active_research,s-wave,,true,,false,,false
mat:re3ge6.6ga0.4,Re3Ge6.6Ga0.4,,,,1.4900000095367432,"polycrystal, resistivity, arXiv:2105.06028",1.4900000095367432,2021,1,active_research,,,true,true,,,false
mat:la7pd3,La7Pd3,,,,1.4700000286102295,"polycrystal, resistivity, arXiv:2012.09682",1.4700000286102295,2020,1,active_research,,,true,,true,,false
mat:srni2p2,SrNi2P2,,,,1.4500000476837158,"ambient, single_crystal, resistivity, arXiv:0902.0663, confirmed by 2 papers",1.4500000476837158,2009,2,active_research,s-wave,,true,,false,,false
mat:al/nbhybrid,Al/Nbhybrid,,,,1.4500000476837158,"thin_film, resistivity, arXiv:2012.00322",1.4500000476837158,2020,1,active_research,,,true,,,true,false
mat:lairsi3,LaIrSi3,,,,1.4500000476837158,"polycrystal, resistivity, arXiv:1407.6680",1.4500000476837158,2014,1,active_research,,,true,,,,false
mat:(tmtsf)2clo4,(TMTSF)2ClO4,,organic,,1.4500000476837158,"single_crystal, resistivity, arXiv:0801.0484, confirmed by 2 papers",1.409999966621399,1997,21,active_research,,,true,true,true,,true
mat:pd0.91pt0.09te2,Pd0.91Pt0.09Te2,,chalcogenide,,1.440000057220459,"ambient, single_crystal, resistivity, arXiv:2201.13363",1.440000057220459,2022,1,active_research,,,true,,,,false
mat:sn0.975in0.025te,Sn0.975In0.025Te,,chalcogenide,,1.4199999570846558,"single_crystal, resistivity, arXiv:1309.1340",1.4199999570846558,2013,1,active_research,,,true,true,true,,false
mat:la4n3h,La4N3H,,hydride,,1.4199999570846558,"P=20 GPa, arXiv:2312.01290",,2023,1,active_research,,2222,,,,,false
mat:ceco(in0.987hg0.013)5,CeCo(In0.987Hg0.013)5,,heavy_fermion,,1.399999976158142,"single_crystal, specific_heat, arXiv:1807.03008",1.399999976158142,2018,1,active_research,d-wave,,true,,true,,true
mat:hfpd2sn,HfPd2Sn,,,,1.399999976158142,"polycrystal, resistivity, arXiv:2303.02908",1.399999976158142,2023,1,active_research,,,true,,,,true
mat:cerh0.5ir0.5in5,CeRh0.5Ir0.5In5,,heavy_fermion,,1.399999976158142,"P=1.2 GPa, susceptibility, arXiv:2008.13380, confirmed by 4 papers",1,2001,5,active_research,,,true,,true,,true
mat:bi2sr1.16la0.84cuo6,Bi2Sr1.16La0.84CuO6+δ,,cuprate,,1.399999976158142,"ambient, single_crystal, resistivity, arXiv:cond-mat/0205305",1.399999976158142,2002,1,active_research,,,true,,true,,false
mat:ceco(in0.990hg0.010)5,CeCo(In0.990Hg0.010)5,,heavy_fermion,,1.399999976158142,"single_crystal, specific_heat, arXiv:1807.03008",1.399999976158142,2018,1,active_research,d-wave,,true,,true,,true
mat:srpt10p4,SrPt10P4,,,,1.399999976158142,"single_crystal, resistivity, arXiv:1712.02010",,2017,1,active_research,,,,,,,false
mat:aginsnsbpbte5,AgInSnSbPbTe5,,chalcogenide,,1.399999976158142,"resistivity, arXiv:2001.04640",,2020,1,active_research,,,,,,,false
mat:sr3ru2o7,Sr3Ru2O7,,ruthenate,,1.3899999856948853,"polycrystal, resistivity, arXiv:0712.1847, confirmed by 2 papers",1.3200000524520874,2006,2,active_research,,,true,,true,,false
mat:sr2ruo4-sr3ru2o7eutectic,Sr2RuO4-Sr3Ru2O7eutectic,,ruthenate,,1.3899999856948853,"polycrystal, resistivity, arXiv:0712.1847",,2007,1,active_research,,,,,true,,false
mat:mat5g,MAT5G,,,,1.3799999952316284,"thin_film, resistivity, arXiv:2112.10760",1.3799999952316284,2021,1,active_research,,,true,,true,true,false
mat:csti3sn5,CsTi3Sn5,,,,1.375,"ambient, arXiv:2202.05588",1.375,2022,1,active_research,,,true,,,,false
mat:nbo,NbO,,,,1.3700000047683716,"thin_film, resistivity, arXiv:2505.14997",,2025,1,active_research,,,,,,,false
mat:hf70cu30,Hf70Cu30,,,,1.3600000143051147,"thin_film, resistivity, arXiv:0806.0515",1.3600000143051147,2008,1,active_research,,,true,,,,false
mat:euo/ktao3,EuO/KTaO3,,,,1.350000023841858,"thin_film, resistivity, arXiv:2208.03507",,2022,1,active_research,,,,,true,true,false
mat:aluminum,Aluminum,,elemental,,1.3200000524520874,"thin_film, arXiv:2408.03927",1.3200000524520874,2024,1,active_research,,,true,,false,,false
mat:ce0.925la0.075coin5,Ce0.925La0.075CoIn5,,heavy_fermion,,1.309999942779541,"ambient, single_crystal, resistivity, arXiv:cond-mat/0204059",1.309999942779541,2002,1,active_research,d-wave,,true,,true,,false
mat:ceco0.5rh0.5in5,CeCo0.5Rh0.5In5,,heavy_fermion,,1.2999999523162842,"single_crystal, arXiv:2411.18540",,2024,1,active_research,,,,,true,,false
mat:in0.84te,In0.84Te,,chalcogenide,,1.2999999523162842,"ambient, powder, susceptibility, arXiv:2206.03705",1.2999999523162842,2022,1,active_research,,,true,,,,false
"mat:swcnt(5,5)","SWCNT(5,5)",,chalcogenide,,1.2999999523162842,"ambient, single_crystal, arXiv:cond-mat/0108124",1.2999999523162842,2001,1,active_research,,,true,,true,true,false
mat:ce0.5yb0.5coin5,Ce0.5Yb0.5CoIn5,,heavy_fermion,,1.2999999523162842,"single_crystal, muSR, arXiv:1808.10606",1.2999999523162842,2018,1,active_research,,,true,,true,,false
mat:3nmlao/kto(111),3nmLAO/KTO(111),,,,1.2999999523162842,"thin_film, resistivity, arXiv:2301.13488",1.2999999523162842,2023,1,active_research,,,true,,,true,false
mat:mote1.8s0.2,MoTe1.8S0.2,,chalcogenide,,1.2999999523162842,"single_crystal, resistivity, arXiv:1512.08175",1.2999999523162842,2015,1,active_research,,,true,,,,false
mat:cs,Cs,,,,1.2999999523162842,"P=12 GPa, polycrystal, resistivity, arXiv:1905.08827",,2010,2,active_research,,,false,,,,false
mat:pr0.75nd0.25os4sb12,Pr0.75Nd0.25Os4Sb12,,heavy_fermion,,1.2999999523162842,"single_crystal, muSR, arXiv:1404.4090",1.2999999523162842,2014,1,active_research,,,true,,true,,false
mat:lisn6,LiSn6,,,,1.2999999523162842,"thin_film, arXiv:1506.07114",1.2999999523162842,2015,1,active_research,,,true,,,true,false
mat:ypdbi,YPdBi,,,,1.2999999523162842,"single_crystal, resistivity, arXiv:1811.05045",1.2999999523162842,2018,2,active_research,,,true,true,true,true,false
mat:ybsb2,YbSb2,,,,1.2999999523162842,"single_crystal, susceptibility, arXiv:2510.05401, confirmed by 3 papers",1.2999999523162842,2024,3,active_research,,,true,true,true,true,false
mat:2degatalox/ktao3interface,2DEGatAlOx/KTaO3interface,,,,1.2999999523162842,"ambient, thin_film, resistivity, arXiv:2602.20148",1.2999999523162842,2026,1,active_research,s-wave,,true,,,true,false
mat:ga@c24,Ga@C24,,,,1.2899999618530273,arXiv:2302.06897,,2023,1,active_research,,,,,,,false
mat:lanisi,LaNiSi,,,,1.2799999713897705,"polycrystal, susceptibility, arXiv:2202.05561, confirmed by 2 papers",1.2799999713897705,2020,2,active_research,,,true,true,,,false
mat:capd2as2,CaPd2As2,,,,1.2699999809265137,"single_crystal, specific_heat, arXiv:1304.7148, confirmed by 2 papers",1.2699999809265137,2013,2,active_research,s-wave,,true,,false,,false
mat:cszr3te5,CsZr3Te5,,chalcogenide,,1.2660000324249268,"ambient, arXiv:2202.05588",1.2660000324249268,2022,1,active_research,,,true,,,,false
mat:prru4sb12,PrRu4Sb12,,heavy_fermion,,1.25,"ambient, single_crystal, arXiv:cond-mat/0411395, confirmed by 2 papers",1.25,2002,9,active_research,s-wave,,true,,false,,false
mat:bipt,BiPt,,,,1.25,"single_crystal, susceptibility, arXiv:2511.15944",1.25,2025,1,active_research,,,true,,false,,false
mat:cecoin4.88sn0.09hg0.026,CeCoIn4.88Sn0.09Hg0.026,,heavy_fermion,,1.25,"single_crystal, resistivity, arXiv:1210.0672",,2012,1,active_research,,,,,true,,false
mat:euo/ktao3interface,EuO/KTaO3interface,,,,1.25,"ambient, thin_film, resistivity, arXiv:2604.00608",1.25,2026,1,active_research,,,true,,true,true,false
mat:ce,Ce,,,,1.25,"P=17.2 GPa, polycrystal, resistivity, arXiv:2308.04377",,2023,1,active_research,,,false,,,,false
mat:ceco0.91pt0.09in4.97hg0.026,CeCo0.91Pt0.09In4.97Hg0.026,,heavy_fermion,,1.25,"single_crystal, resistivity, arXiv:1210.0672",,2012,1,active_research,,,,,true,,false
mat:ba0.75clnbse2,Ba0.75ClNbSe2,,chalcogenide,,1.25,"single_crystal, resistivity, arXiv:2411.12231",1.25,2024,1,active_research,,,true,,,true,false
mat:erpdbi,ErPdBi,,,,1.2400000095367432,"single_crystal, resistivity, arXiv:1310.4592",1.2400000095367432,2013,1,active_research,,,true,true,true,,true
mat:lair2si2,LaIr2Si2,,,,1.2400000095367432,"polycrystal, resistivity, arXiv:1205.6667",1.2400000095367432,2012,1,active_research,,,true,,,,false
mat:(lase)1.14(nbse2),(LaSe)1.14(NbSe2),,chalcogenide,,1.2300000190734863,"ambient, single_crystal, resistivity, arXiv:cond-mat/0103163, confirmed by 3 papers",1.2300000190734863,2001,4,active_research,,,true,,true,true,false
mat:er2o2bi,Er2O2Bi,,,,1.2300000190734863,"resistivity, arXiv:2105.06642",1.2300000190734863,2021,1,active_research,,,true,,,,true
mat:inas/al,InAs/Al,,,,1.2259999513626099,"thin_film, arXiv:2212.11164",1.2259999513626099,2018,5,active_research,,,true,false,false,true,false
mat:ce0.9la0.1coin5,Ce0.9La0.1CoIn5,,heavy_fermion,,1.2200000286102295,"ambient, single_crystal, resistivity, arXiv:cond-mat/0204059",1.2200000286102295,2002,1,active_research,d-wave,,true,,true,,false
mat:1.5nm-alox/1nm-lao/kto(111),1.5nm-AlOx/1nm-LAO/KTO(111),,,,1.2200000286102295,"thin_film, resistivity, arXiv:2301.13488",1.2200000286102295,2023,1,active_research,,,true,,,true,false
